Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,Accel X,Accel Y,Accel Z
2024-12-11 14:11:59,85,14,560,555,33,-1.86,-8.25,-8.25
2024-12-11 14:11:59,282,283,549,547,39,-1.92,-8.38,-8.38
2024-12-11 14:11:59,1239,1479,553,554,32,-1.93,-8.19,-8.19
2024-12-11 14:11:59,2067,2477,555,544,32,-1.89,-8.36,-8.36
2024-12-11 14:12:00,1325,1533,547,542,32,-1.67,-8.36,-8.36
2024-12-11 14:12:00,187,125,550,551,33,-1.75,-8.36,-8.36
2024-12-11 14:12:00,176,147,549,557,38,-1.95,-8.40,-8.40
2024-12-11 14:12:00,1039,1233,552,550,33,-1.81,-8.50,-8.50
2024-12-11 14:12:00,2080,2501,545,558,29,-1.85,-8.31,-8.31
2024-12-11 14:12:00,1689,1991,549,547,37,-1.66,-8.43,-8.43
2024-12-11 14:12:00,379,357,559,558,35,-1.77,-8.27,-8.27
2024-12-11 14:12:00,115,75,551,549,37,-1.72,-8.26,-8.26
2024-12-11 14:12:00,813,960,556,555,38,-1.91,-8.21,-8.21
2024-12-11 14:12:00,1951,2353,550,548,41,-1.90,-8.26,-8.26
2024-12-11 14:12:01,1893,2265,546,553,36,-1.83,-8.37,-8.37
2024-12-11 14:12:01,567,592,545,549,34,-1.70,-8.29,-8.29
2024-12-11 14:12:01,71,13,555,555,43,-1.72,-8.42,-8.42
2024-12-11 14:12:01,603,683,560,549,44,-1.76,-8.45,-8.45
2024-12-11 14:12:01,1699,2055,554,557,37,-1.87,-8.31,-8.31
2024-12-11 14:12:01,2014,2402,554,556,34,-1.64,-8.33,-8.33
2024-12-11 14:12:01,752,819,549,544,33,-1.63,-8.36,-8.36
2024-12-11 14:12:01,63,0,550,550,31,-1.75,-8.42,-8.42
2024-12-11 14:12:01,441,477,554,551,38,-1.93,-8.21,-8.21
2024-12-11 14:12:01,1394,1680,555,543,37,-2.09,-8.08,-8.08
2024-12-11 14:12:02,1993,2384,547,557,35,-2.02,-8.41,-8.41
2024-12-11 14:12:02,1014,1141,547,545,33,-1.75,-8.23,-8.23
2024-12-11 14:12:02,111,29,551,557,32,-1.61,-8.42,-8.42
2024-12-11 14:12:02,271,266,553,554,34,-1.94,-8.32,-8.32
2024-12-11 14:12:02,1192,1421,563,560,38,-1.90,-8.21,-8.21
