Timestamp,Flex1,Flex2,Flex3,Flex4,Flex5,Accel X,Accel Y,Accel Z
2024-12-11 14:10:50,173,107,538,511,0,0.57,-9.35,-9.35
2024-12-11 14:10:50,434,466,547,543,0,0.52,-9.36,-9.36
2024-12-11 14:10:51,946,1119,539,530,0,0.54,-9.35,-9.35
2024-12-11 14:10:51,1467,1750,531,538,0,0.46,-9.42,-9.42
2024-12-11 14:10:51,1295,1520,530,529,0,0.38,-9.49,-9.49
2024-12-11 14:10:51,511,525,537,544,0,0.60,-9.50,-9.50
2024-12-11 14:10:51,160,83,543,539,0,0.48,-9.41,-9.41
2024-12-11 14:10:51,266,240,540,541,0,0.57,-9.46,-9.46
2024-12-11 14:10:51,753,868,534,526,0,0.50,-9.26,-9.26
2024-12-11 14:10:51,1360,1640,543,540,0,0.47,-9.42,-9.42
2024-12-11 14:10:51,1422,1693,535,538,0,0.67,-9.28,-9.28
2024-12-11 14:10:51,784,859,535,531,0,0.51,-9.38,-9.38
2024-12-11 14:10:52,239,175,545,534,0,0.52,-9.48,-9.48
2024-12-11 14:10:52,192,139,535,543,0,0.44,-9.43,-9.43
2024-12-11 14:10:52,544,595,543,540,0,0.62,-9.37,-9.37
2024-12-11 14:10:52,1091,1307,542,543,0,0.53,-9.30,-9.30
2024-12-11 14:10:52,1443,1742,528,534,0,0.57,-9.54,-9.54
2024-12-11 14:10:52,1115,1295,526,531,0,0.63,-9.40,-9.40
2024-12-11 14:10:52,420,409,538,533,0,0.65,-9.44,-9.44
2024-12-11 14:10:52,155,91,511,542,0,0.62,-9.43,-9.43
2024-12-11 14:10:52,343,356,539,535,0,0.51,-9.27,-9.27
2024-12-11 14:10:52,866,1009,541,544,0,0.44,-9.42,-9.42
2024-12-11 14:10:53,1427,1723,543,538,0,0.62,-9.47,-9.47
2024-12-11 14:10:53,1325,1569,542,533,0,0.66,-9.36,-9.36
2024-12-11 14:10:53,592,624,535,534,0,0.68,-9.39,-9.39
2024-12-11 14:10:53,176,107,539,541,0,0.48,-9.43,-9.43
2024-12-11 14:10:53,229,192,528,545,0,0.56,-9.36,-9.36
2024-12-11 14:10:53,656,746,541,545,0,0.79,-9.28,-9.28
2024-12-11 14:10:53,1257,1506,541,544,0,0.31,-9.26,-9.26
2024-12-11 14:10:53,1431,1713,543,543,0,0.69,-9.52,-9.52
2024-12-11 14:10:53,892,1008,534,511,0,0.93,-9.56,-9.56
2024-12-11 14:10:54,301,262,534,545,0,0.55,-9.08,-9.08
2024-12-11 14:10:54,176,132,548,550,0,0.37,-9.30,-9.30
2024-12-11 14:10:54,464,507,551,544,0,0.52,-9.34,-9.34
2024-12-11 14:10:54,979,1168,539,543,0,0.73,-9.35,-9.35
2024-12-11 14:10:54,1424,1719,538,528,0,0.72,-9.35,-9.35
2024-12-11 14:10:54,1179,1379,529,527,0,0.91,-9.44,-9.44
2024-12-11 14:10:54,465,463,573,574,10,0.95,-9.36,-9.36
2024-12-11 14:10:54,168,103,550,567,0,0.77,-9.39,-9.39
2024-12-11 14:10:54,315,306,564,563,0,0.72,-9.73,-9.73
2024-12-11 14:10:54,835,972,571,570,0,0.76,-9.41,-9.41
2024-12-11 14:10:55,1415,1698,566,576,2,0.99,-9.26,-9.26
2024-12-11 14:10:55,1333,1584,570,562,0,0.94,-9.27,-9.27
2024-12-11 14:10:55,627,672,563,566,1,0.70,-9.23,-9.23
2024-12-11 14:10:55,198,124,554,552,0,0.88,-9.33,-9.33
2024-12-11 14:10:55,238,192,642,572,0,0.73,-9.26,-9.26
2024-12-11 14:10:55,644,720,555,574,0,0.68,-9.28,-9.28
2024-12-11 14:10:55,1226,1456,563,571,0,0.88,-9.34,-9.34
2024-12-11 14:10:55,1393,1667,570,569,5,0.84,-9.25,-9.25
2024-12-11 14:10:55,877,979,574,576,0,0.92,-9.29,-9.29
2024-12-11 14:10:55,307,247,576,585,6,0.89,-9.23,-9.23
2024-12-11 14:10:56,194,130,578,579,12,0.91,-9.39,-9.39
2024-12-11 14:10:56,496,528,577,583,9,0.85,-9.41,-9.41
2024-12-11 14:10:56,1012,1195,568,590,17,0.88,-9.31,-9.31
2024-12-11 14:10:56,1426,1707,587,592,16,0.82,-9.43,-9.43
2024-12-11 14:10:56,1142,1309,587,589,21,0.83,-9.22,-9.22
2024-12-11 14:10:56,444,429,589,587,31,0.96,-9.17,-9.17
2024-12-11 14:10:56,162,86,579,581,28,0.93,-9.23,-9.23
2024-12-11 14:10:56,353,343,599,603,29,1.04,-9.36,-9.36
